district,target,feature,correlation,abs_correlation
Hambantota,asthma_cfr,carbon_gross_emissions_yearly,0.16625225767376822,0.16625225767376822
Hambantota,asthma_cfr,tc_loss_ha,0.15575372696405695,0.15575372696405695
Hambantota,asthma_cfr,pm2.5_ug_m3,0.11309912640963755,0.11309912640963755
Hambantota,asthma_cfr,so2_ug_m3,0.10685371196304991,0.10685371196304991
Hambantota,asthma_cfr,no2_ug_m3,-0.06056286759480019,0.06056286759480019
Hambantota,asthma_cfr,vim_anomaly,0.048027534518400285,0.048027534518400285
Hambantota,asthma_cfr,frp_mean,-0.04119553682906557,0.04119553682906557
Hambantota,asthma_cfr,frp_total,0.03083530368116502,0.03083530368116502
Hambantota,asthma_cfr,vim,0.029986338808116443,0.029986338808116443
Hambantota,asthma_cfr,female_population_1k,-0.02572016421863768,0.02572016421863768
Hambantota,asthma_deaths,female_population_1k,-0.4325443253088834,0.4325443253088834
Hambantota,asthma_deaths,total_population_1k,-0.4272417974299562,0.4272417974299562
Hambantota,asthma_deaths,male_population_1k,-0.42151755640307575,0.42151755640307575
Hambantota,asthma_deaths,carbon_gross_emissions_yearly,-0.40252447108756717,0.40252447108756717
Hambantota,asthma_deaths,tc_loss_ha,-0.3399420185993965,0.3399420185993965
Hambantota,asthma_deaths,pm2.5_ug_m3,-0.18286080382975256,0.18286080382975256
Hambantota,asthma_deaths,so2_ug_m3,-0.1715219078070975,0.1715219078070975
Hambantota,asthma_deaths,brightness,-0.14448135923646388,0.14448135923646388
Hambantota,asthma_deaths,bright_t31,-0.1395235855300268,0.1395235855300268
Hambantota,asthma_deaths,frp_mean,-0.1288617637392095,0.1288617637392095
Hambantota,asthma_live_discharges,male_population_1k,-0.4741015250220622,0.4741015250220622
Hambantota,asthma_live_discharges,total_population_1k,-0.4736334015898267,0.4736334015898267
Hambantota,asthma_live_discharges,female_population_1k,-0.4729311444956136,0.4729311444956136
Hambantota,asthma_live_discharges,no2_ug_m3,0.2594637968445976,0.2594637968445976
Hambantota,asthma_live_discharges,so2_ug_m3,-0.1420333086801036,0.1420333086801036
Hambantota,asthma_live_discharges,pm2.5_ug_m3,-0.12839845925679536,0.12839845925679536
Hambantota,asthma_live_discharges,vim_anomaly,-0.1259451148805434,0.1259451148805434
Hambantota,asthma_live_discharges,carbon_gross_emissions_yearly,-0.11134512965932841,0.11134512965932841
Hambantota,asthma_live_discharges,vim,-0.08510013354987743,0.08510013354987743
Hambantota,asthma_live_discharges,brightness,-0.04792418010807123,0.04792418010807123
Hambantota,bronchitis_cfr,carbon_gross_emissions_yearly,0.6694627793746071,0.6694627793746071
Hambantota,bronchitis_cfr,tc_loss_ha,0.6356688428146995,0.6356688428146995
Hambantota,bronchitis_cfr,no2_ug_m3,0.2310559306874384,0.2310559306874384
Hambantota,bronchitis_cfr,female_population_1k,0.15775072652099892,0.15775072652099892
Hambantota,bronchitis_cfr,brightness,0.1444490804194934,0.1444490804194934
Hambantota,bronchitis_cfr,total_population_1k,0.14443266274394276,0.14443266274394276
Hambantota,bronchitis_cfr,bright_t31,0.14341296063117562,0.14341296063117562
Hambantota,bronchitis_cfr,male_population_1k,0.13056329851088774,0.13056329851088774
Hambantota,bronchitis_cfr,pm2.5_ug_m3,0.10651041475851902,0.10651041475851902
Hambantota,bronchitis_cfr,so2_ug_m3,0.09626566564030307,0.09626566564030307
Hambantota,bronchitis_deaths,male_population_1k,0.24525607756595547,0.24525607756595547
Hambantota,bronchitis_deaths,total_population_1k,0.23802964460413642,0.23802964460413642
Hambantota,bronchitis_deaths,female_population_1k,0.23092498653488802,0.23092498653488802
Hambantota,bronchitis_deaths,vim_anomaly,0.1981564386230647,0.1981564386230647
Hambantota,bronchitis_deaths,tc_loss_ha,-0.15803153059850925,0.15803153059850925
Hambantota,bronchitis_deaths,frp_total,-0.15565967243380222,0.15565967243380222
Hambantota,bronchitis_deaths,no2_ug_m3,-0.14996633723243394,0.14996633723243394
Hambantota,bronchitis_deaths,vim,0.131983850267458,0.131983850267458
Hambantota,bronchitis_deaths,frp_mean,-0.11085529480634868,0.11085529480634868
Hambantota,bronchitis_deaths,carbon_gross_emissions_yearly,-0.08250959348725127,0.08250959348725127
Hambantota,bronchitis_live_discharges,carbon_gross_emissions_yearly,-0.3255385088576511,0.3255385088576511
Hambantota,bronchitis_live_discharges,tc_loss_ha,-0.31335945416327016,0.31335945416327016
Hambantota,bronchitis_live_discharges,female_population_1k,-0.2358556553947379,0.2358556553947379
Hambantota,bronchitis_live_discharges,total_population_1k,-0.2232951049464576,0.2232951049464576
Hambantota,bronchitis_live_discharges,male_population_1k,-0.21016698703044137,0.21016698703044137
Hambantota,bronchitis_live_discharges,no2_ug_m3,-0.147866976034744,0.147866976034744
Hambantota,bronchitis_live_discharges,frp_mean,-0.124289612268607,0.124289612268607
Hambantota,bronchitis_live_discharges,brightness,-0.07545063194866503,0.07545063194866503
Hambantota,bronchitis_live_discharges,bright_t31,-0.07143189634869226,0.07143189634869226
Hambantota,bronchitis_live_discharges,so2_ug_m3,-0.04784092841582121,0.04784092841582121
